group;kingdom;phylum;class;order;family;genus;species
ASV00461;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(96);Pythiaceae(96);Pythium(96);unclassified
ASV00462;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(99);unclassified
ASV00463;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(96);Peronosporales_incertae_sedis(65);Phytophthora(65);unclassified
ASV00464;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00465;Eukaryota(100);Stramenopiles(100);Oomycetes(95);unclassified;unclassified;unclassified;unclassified
ASV00466;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_attrantheridium(61)
ASV00467;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00468;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(98);Pythium(98);unclassified
ASV00469;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(98);Pythiaceae(98);Pythium(98);unclassified
ASV00470;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(99);Pythium_rostratifingens(69)
ASV00471;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00472;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_rostratum(64)
ASV00473;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00474;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00475;Eukaryota(99);Stramenopiles(99);Oomycetes(91);unclassified;unclassified;unclassified;unclassified
ASV00476;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00477;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00478;Eukaryota(98);Stramenopiles(98);Oomycetes(91);unclassified;unclassified;unclassified;unclassified
ASV00479;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00480;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);unclassified
ASV00481;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(67)
ASV00482;Eukaryota(100);Stramenopiles(100);Oomycetes(91);Peronosporales(60);unclassified;unclassified;unclassified
ASV00483;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00484;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00485;Eukaryota(96);Stramenopiles(96);Oomycetes(87);unclassified;unclassified;unclassified;unclassified
ASV00486;Eukaryota(100);Stramenopiles(100);Oomycetes(85);unclassified;unclassified;unclassified;unclassified
ASV00487;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Saprolegniales(99);Saprolegniaceae(99);unclassified;unclassified
ASV00488;Eukaryota(100);Stramenopiles(100);Oomycetes(95);unclassified;unclassified;unclassified;unclassified
ASV00489;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00490;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00491;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(65);Peronosporaceae(61);unclassified;unclassified
ASV00492;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00493;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00494;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00495;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00496;Eukaryota(100);Stramenopiles(100);Oomycetes(97);Peronosporales(60);unclassified;unclassified;unclassified
ASV00497;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00498;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00499;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00500;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_intermedium(63)
ASV00501;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(99);Pythium_heterothallicum(60)
ASV00502;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00503;Eukaryota(100);Stramenopiles(100);Oomycetes(92);unclassified;unclassified;unclassified;unclassified
ASV00504;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(62);Peronosporaceae(60);unclassified;unclassified
ASV00505;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(68)
ASV00506;Eukaryota(100);Stramenopiles(100);Oomycetes(90);unclassified;unclassified;unclassified;unclassified
ASV00507;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00508;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00509;Eukaryota(100);Stramenopiles(100);Oomycetes(92);unclassified;unclassified;unclassified;unclassified
ASV00510;Eukaryota(100);Stramenopiles(100);Oomycetes(99);Peronosporales(60);unclassified;unclassified;unclassified
ASV00511;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_attrantheridium(88)
ASV00512;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(82)
ASV00513;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00514;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00515;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(94);Pythiaceae(94);Pythium(94);unclassified
ASV00516;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(99);unclassified
ASV00517;Eukaryota(100);Stramenopiles(100);Oomycetes(95);unclassified;unclassified;unclassified;unclassified
ASV00518;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Leptomitales(84);Leptomitales_incertae_sedis(84);unclassified;unclassified
ASV00519;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(94);Pythiaceae(94);Pythium(94);unclassified
ASV00520;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00521;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00522;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00523;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);unclassified;unclassified;unclassified
ASV00524;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(69)
ASV00525;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);unclassified
ASV00526;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00527;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00528;Eukaryota(100);Stramenopiles(100);Oomycetes(99);Peronosporales(62);Peronosporaceae(61);unclassified;unclassified
ASV00529;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00530;Eukaryota(100);Stramenopiles(100);Oomycetes(97);Peronosporales(71);Peronosporaceae(66);unclassified;unclassified
ASV00531;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00532;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_rostratum(63)
ASV00533;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00534;Eukaryota(100);Stramenopiles(100);Oomycetes(91);unclassified;unclassified;unclassified;unclassified
ASV00535;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00536;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(87);Pythiaceae(86);Pythium(86);unclassified
ASV00537;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00538;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(92);Pythiaceae(92);Pythium(92);unclassified
ASV00539;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(74);Pythiaceae(74);Pythium(74);unclassified
ASV00540;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(99);unclassified
ASV00541;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00542;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00543;Eukaryota(100);Stramenopiles(100);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00544;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00545;Eukaryota(100);Stramenopiles(100);Oomycetes(90);unclassified;unclassified;unclassified;unclassified
ASV00546;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00547;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00548;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00549;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00550;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(95);Pythiaceae(95);Pythium(95);unclassified
ASV00551;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00552;Eukaryota(89);Stramenopiles(89);Oomycetes(89);unclassified;unclassified;unclassified;unclassified
ASV00553;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00554;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(97);Pythiaceae(97);Pythium(97);unclassified
ASV00555;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(98);Pythiaceae(98);Pythium(98);unclassified
ASV00556;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(96);Pythiaceae(96);Pythium(96);unclassified
ASV00557;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(98);Pythiaceae(98);Pythium(98);Pythium_intermedium(69)
ASV00558;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(98);Pythium(98);unclassified
ASV00559;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00560;Eukaryota(100);Stramenopiles(100);Oomycetes(85);unclassified;unclassified;unclassified;unclassified
ASV00561;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00562;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00563;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00564;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00565;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00566;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00567;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(77);Pythiaceae(77);Pythium(75);unclassified
ASV00568;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00569;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(75);Peronosporaceae(69);unclassified;unclassified
ASV00570;Eukaryota(100);Stramenopiles(100);Oomycetes(91);unclassified;unclassified;unclassified;unclassified
ASV00571;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(97);Pythium(97);unclassified
ASV00572;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00573;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00574;Eukaryota(100);Stramenopiles(100);Oomycetes(86);unclassified;unclassified;unclassified;unclassified
ASV00575;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00576;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(98);Pythium(92);unclassified
ASV00577;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(91);Pythiaceae(91);Pythium(91);unclassified
ASV00578;Eukaryota(100);Stramenopiles(100);Oomycetes(94);unclassified;unclassified;unclassified;unclassified
ASV00579;Eukaryota(100);Stramenopiles(100);Oomycetes(88);unclassified;unclassified;unclassified;unclassified
ASV00580;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(99);Pythium(99);unclassified
ASV00581;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(87);Pythiaceae(87);Pythium(87);unclassified
ASV00582;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00583;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(95);Pythiaceae(94);Pythium(94);unclassified
ASV00584;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00585;Eukaryota(100);Stramenopiles(100);Oomycetes(95);unclassified;unclassified;unclassified;unclassified
ASV00586;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Saprolegniales(75);Saprolegniaceae(75);unclassified;unclassified
ASV00587;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00588;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00589;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(92);Pythium(92);unclassified
ASV00590;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00591;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00592;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00593;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00594;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00595;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00596;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00597;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00598;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(99);unclassified
ASV00599;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00600;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00601;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00602;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(69);Peronosporaceae(63);unclassified;unclassified
ASV00603;Eukaryota(100);Stramenopiles(100);Oomycetes(91);unclassified;unclassified;unclassified;unclassified
ASV00604;Eukaryota(100);Stramenopiles(100);Oomycetes(90);unclassified;unclassified;unclassified;unclassified
ASV00605;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00606;Eukaryota(100);Stramenopiles(100);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00607;Eukaryota(100);Stramenopiles(100);Oomycetes(90);unclassified;unclassified;unclassified;unclassified
ASV00608;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00609;Eukaryota(100);Stramenopiles(100);Oomycetes(94);unclassified;unclassified;unclassified;unclassified
ASV00610;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(72);Pythiaceae(72);Pythium(72);unclassified
ASV00611;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(99);Pythiaceae(99);Pythium(99);Pythium_kandovanense(85)
ASV00612;Eukaryota(100);Stramenopiles(100);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00613;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00614;Eukaryota(100);Stramenopiles(100);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00615;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00616;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00617;Eukaryota(100);Stramenopiles(100);Oomycetes(94);unclassified;unclassified;unclassified;unclassified
ASV00618;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00619;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(66);Peronosporaceae(63);unclassified;unclassified
ASV00620;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00621;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Saprolegniales(77);Saprolegniaceae(77);unclassified;unclassified
ASV00622;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00623;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00624;Eukaryota(100);Stramenopiles(100);Oomycetes(88);unclassified;unclassified;unclassified;unclassified
ASV00625;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00626;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00627;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00628;Eukaryota(100);Stramenopiles(100);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00629;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_kandovanense(95)
ASV00630;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00631;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00632;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00633;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00634;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(63);unclassified;unclassified;unclassified
ASV00635;Eukaryota(99);Stramenopiles(99);Oomycetes(90);unclassified;unclassified;unclassified;unclassified
ASV00636;Eukaryota(100);Stramenopiles(100);Oomycetes(89);unclassified;unclassified;unclassified;unclassified
ASV00637;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(96);Pythiaceae(96);Pythium(96);unclassified
ASV00638;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(100);Pythium(100);Pythium_intermedium(63)
ASV00639;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Saprolegniales(97);Saprolegniaceae(97);unclassified;unclassified
ASV00640;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00641;Eukaryota(100);Stramenopiles(100);Oomycetes(95);unclassified;unclassified;unclassified;unclassified
ASV00642;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00643;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00644;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00645;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(97);Pythiaceae(97);Pythium(97);Pythium_kandovanense(63)
ASV00646;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00647;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00648;Eukaryota(100);Stramenopiles(100);Hyphochytriomycetes(67);Hyphochytriomycetes_Class_Incertae_sedis(67);Hyphochytriaceae(67);Hyphochytrium(67);Hyphochytrium_catenoides(67)
ASV00649;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(73);Pythiaceae(73);Pythium(73);unclassified
ASV00650;Eukaryota(100);Stramenopiles(100);Oomycetes(87);unclassified;unclassified;unclassified;unclassified
ASV00651;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Albuginales(66);Albuginaceae(66);unclassified;unclassified
ASV00652;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00653;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00654;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00655;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
ASV00656;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00657;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00658;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(64);unclassified;unclassified;unclassified
ASV00659;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(99);Pythium(99);unclassified
ASV00660;Eukaryota(100);Stramenopiles(100);Oomycetes(95);unclassified;unclassified;unclassified;unclassified
ASV00661;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Albuginales(100);Albuginaceae(100);Albugo(100);Albugo_candida(76)
ASV00662;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00663;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(68);Pythiaceae(68);Pythium(68);unclassified
ASV00664;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00665;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00666;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00667;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00668;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00669;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00670;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00671;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00672;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(94);Pythium(94);Pythium_intermedium(60)
ASV00673;Eukaryota(100);Stramenopiles(100);Oomycetes(93);Peronosporales(72);Peronosporaceae(72);unclassified;unclassified
ASV00674;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00675;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00676;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Pythiales(100);Pythiaceae(83);Pythium(83);unclassified
ASV00677;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00678;Eukaryota(99);Stramenopiles(99);Oomycetes(96);unclassified;unclassified;unclassified;unclassified
ASV00679;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00680;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00681;Eukaryota(100);Stramenopiles(100);Oomycetes(98);unclassified;unclassified;unclassified;unclassified
ASV00682;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00683;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00684;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00685;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00686;Eukaryota(100);Stramenopiles(100);Oomycetes(93);unclassified;unclassified;unclassified;unclassified
ASV00687;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(95);Peronosporaceae(90);unclassified;unclassified
ASV00688;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00689;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00690;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00691;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Peronosporales(64);unclassified;unclassified;unclassified
ASV00692;Eukaryota(100);Stramenopiles(100);Oomycetes(100);Saprolegniales(89);Saprolegniaceae(89);unclassified;unclassified
ASV00693;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00694;Eukaryota(100);Stramenopiles(100);Oomycetes(97);unclassified;unclassified;unclassified;unclassified
ASV00695;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00696;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00697;Eukaryota(100);Stramenopiles(100);Oomycetes(91);unclassified;unclassified;unclassified;unclassified
ASV00698;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00699;Eukaryota(100);Stramenopiles(100);Oomycetes(100);unclassified;unclassified;unclassified;unclassified
ASV00700;Eukaryota(100);Stramenopiles(100);Oomycetes(95);unclassified;unclassified;unclassified;unclassified
ASV00701;Eukaryota(100);Stramenopiles(100);Oomycetes(99);unclassified;unclassified;unclassified;unclassified
ASV00702;Eukaryota(100);Stramenopiles(100);unclassified;unclassified;unclassified;unclassified;unclassified
